country,year,IncomeGroup,TempChange,GM_PM25,sro_year,ssro_year,Urban,CHERate,OutPocketRate,CPI,lnPopDensity,lnTravel,WASHIndex,ImmIndex,AMC,J01A,J01B,J01C,J01D,J01E,J01F,J01G,J01M,SE.PRM.NENR,SE.SEC.NENR,AnimalmgKg,AnimalmgKg_adj,Aminoglycosides,Amphenicols,Cephalosporins,Lincosamides,Macrolides,Fluoroquinolones,Other quinolones,Penicillins,Pleuromutilins,Polypeptides,Sulfonamides,Tetracyclines,Others
97,1999,LM,0.384,17.5,3.789549959,2.560661459,44.952,NA,NA,18,1.762607096,5.631443769,NA,95.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1999,UM,0.603,24,0.281129726,0.681445692,64.702,NA,NA,52,2.056918851,7.459437724,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.14489,83.50017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1999,L,0.468,28.8,2.322492897,2.583782974,27.453,NA,NA,29,2.544019444,6.394801777,NA,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1999,L,0.282,9.4,8.518803562,10.96708055,40.792,NA,NA,17,2.066220975,6.674677468,NA,80.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1999,LM,1.658,30.8,0.263404102,0.122949706,63.318,NA,NA,NA,1.597532538,6.120902818,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.42788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1999,LM,1.917,44.2,0.048808037,0.012692289,68.442,NA,NA,NA,1.736106149,4.477121255,NA,87.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0423,30.64769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1999,H,1.077,9,0.388492015,5.028018578,58.91,NA,NA,77,1.736429005,6.806383502,NA,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.72039,90.01793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1999,H,0.894,19.7,0.078327303,0.012115508,91.139,NA,NA,68,2.451848837,6.409256652,NA,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.50427,97.14253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1999,H,0.918,16.7,1.404457812,1.781900046,67.162,NA,NA,47,2.286726998,7.774670219,NA,87.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.83035,85.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1999,LM,0.753,15.4,1.588915216,0.337270677,51.574,NA,NA,38,2.379721566,6.303843775,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09004,81.20214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1999,H,0.948,8.9,3.008217226,4.540893093,78.523,NA,NA,60,2.540842504,6.647187298,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1999,LM,1.052,21.9,0.005337167,0.000147828,78.258,NA,NA,44,1.74900769,6.509336958,NA,84.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.10463,74.41884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1999,LM,1.377,16.3,0.208461067,0.091871954,56.025,NA,NA,23,0.742697,5.595496222,NA,98.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,1999,L,0.24,12.2,0.605080735,0.354272227,19.55,NA,NA,20,1.721397042,5.986323777,NA,81.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.99233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1999,LM,-0.142,4.1,0,0,41.54,NA,NA,NA,2.032474499,4.307496022,NA,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1999,H,2.064,42.2,0.011158112,0,98.862,NA,NA,NA,2.02265536,6.275080898,NA,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2934,81.77246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1999,L,1.112,15,3.511460656,1.8903944,35.3,NA,NA,22,1.402032649,5.217483944,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.08193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1999,L,0.721,21.6,3.239477756,5.66956876,20.991,NA,NA,NA,1.364310007,5.788168371,NA,63.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.94703,25.6322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1999,LM,1.562,17.8,0.105129707,2.073846326,68.22,NA,NA,34,1.584506614,6.240049772,NA,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.83758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1999,UM,1.1,22.4,0.38262182,0.037154225,85.885,NA,NA,NA,2.61851534,5.828015064,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1999,L,1.243,22.4,1.341948993,0.239473925,19.038,NA,NA,NA,1.817476309,5.488550717,NA,85.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.28467,16.21034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1999,L,0.781,15.9,2.784431099,7.110391068,43.988,NA,NA,NA,1.461847723,NA,NA,64.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.10395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1999,UM,1.248,31.7,0.000552591,0,76.284,NA,NA,NA,0.458579509,5.984527313,NA,94.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1999,LM,1.49,18,0.091821122,1.849639798,67.046,NA,NA,38,1.749936242,6.648750213,NA,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.21247,89.18803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1999,H,NA,14.9,0.318919142,2.247510297,83.448,NA,NA,88,NA,5.936010796,NA,95,27.057272,NA,NA,NA,NA,NA,NA,NA,NA,96.15628,83.9704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1999,L,0.44,8.4,1.490950349,1.384334814,26.853,NA,NA,NA,1.432173564,NA,NA,59.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.61754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,1999,L,0.349,12.8,1.604154472,1.270225284,14.522,NA,NA,41,2.065943641,5.404833717,NA,82.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.57352,29.88415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1999,UM,0.483,8.7,6.719883942,8.997042566,60.742,NA,NA,51,1.8330384,6.89932795,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.61761,75.69148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1999,LM,0.297,14.2,0,0,27.134,NA,NA,NA,2.967096912,5.633468456,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.56774,29.42214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1999,L,0.375,41.8,0.144285256,0.069702437,27.646,NA,NA,NA,0.95167557,4.913813852,NA,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.04091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1999,UM,1.268,12.8,0,0,92.085,NA,NA,NA,3.083209139,6.146748014,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.11768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1999,LM,-0.273,3.5,0,0,68.053,NA,NA,NA,2.475784145,3.662757823,NA,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1999,NA,0.477,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1999,L,0.539,51.9,0.007210052,9.97E-06,38.214,NA,NA,NA,0.405270284,4.380211242,NA,62.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.53931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1999,UM,0.211,14.3,0.170414809,0.233815379,42.793,NA,NA,49,2.762640504,5.77815125,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.75756,66.43443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1999,UM,0.642,11.6,1.24132766,0.961157004,74.441,NA,NA,34,1.695098155,7.999430701,NA,96.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.53816,54.98575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1999,LM,-0.093,3.9,0,0,22.749,NA,NA,NA,2.202328707,4.206825886,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1999,L,1.764,13.9,0.135247554,0.14536158,56.623,NA,NA,43,0.195722496,5.204119983,NA,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.13555,58.16367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1999,NA,NA,21.7,4.065175703,4.758783559,57.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1999,LM,0.976,18.8,0.07890773,0.016206784,53.007,NA,NA,41,1.800267819,6.611510887,NA,91.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.79044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1999,L,0.288,15,0.94921071,0.861876446,28.92,NA,NA,35,1.343363859,NA,NA,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.23055,2.76722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1999,L,0.926,27.2,5.864510111,9.209297987,26.843,NA,NA,NA,1.838341983,5.638489257,NA,84.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.66754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1999,LM,0.85,14.5,0.044918715,0.001730604,31.851,NA,NA,53,0.334446571,5.84135947,NA,72.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.30023,38.64322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1999,L,0.64,21.9,9.273340694,4.214605224,12.857,NA,NA,NA,2.227458021,5.691965103,NA,78.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.86436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1999,H,1.574,14.3,0.129274886,2.608620656,76.03,NA,NA,90,2.670586785,6.994493123,NA,96.5,9.556894,NA,NA,NA,NA,NA,NA,NA,NA,99.35646,90.99442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1999,H,1.229,5.2,NA,NA,61.559,NA,NA,NA,1.058614552,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1999,H,1.009,6.8,1.551068316,4.522582614,85.941,NA,NA,94,1.16330934,6.206015877,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1999,L,0.169,14.9,2.219966198,3.195966454,55.036,NA,NA,31,1.622870879,5.72427587,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.42459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,1999,L,0.549,52,0.029760825,0.001358677,16.103,NA,NA,NA,0.947762792,4.591064607,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.95656,5.38559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1999,L,0.766,52.3,1.227974431,2.996046217,34.304,NA,NA,16,2.118669342,6.153814864,NA,34.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.07012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1999,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1999,LM,0.586,23.5,1.154930796,0.876703228,58.757,NA,NA,33,1.899390112,5.257678575,NA,96.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.29531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1999,H,NA,2.9,NA,NA,90.038,NA,NA,NA,2.219407966,5.700703717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1999,H,1.257,6.4,0.578631991,4.35126115,75.569,NA,NA,89,1.086938008,6.508260306,NA,91.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.79454,95.27329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1999,UM,0.578,48.8,0.006323008,0,71.589,NA,NA,NA,0.873439868,NA,NA,98.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.18873,63.41522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1999,L,0.823,37.3,0.671126614,0.216213946,32.783,NA,NA,22,2.288218955,5.635483747,NA,60.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1999,UM,0.412,4.4,0,0,70.582,NA,NA,NA,1.624595941,4.740362689,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1999,UM,-0.088,10.6,11.21989516,12.3092851,61.451,NA,NA,NA,1.597585413,5.744292983,NA,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.12762,57.07839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1999,LM,0.311,5.5,12.22874697,11.36309152,13.375,NA,NA,NA,1.070060964,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1999,LM,0.004,24.4,0.848306369,0.998151194,54.693,NA,NA,20,1.102106598,6.817499262,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.51996,45.66068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1999,LM,0.232,16.9,4.675631594,6.507737936,72.631,NA,NA,45,1.31195638,NA,NA,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.09633,59.7418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1999,LM,0.561,16.1,7.541946503,7.441412242,46.22,NA,NA,36,2.407770572,6.336659823,NA,82.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.98721,49.82783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1999,UM,1.203,23.4,0.107498851,1.650411882,61.672,NA,NA,42,2.101132076,7.949965431,NA,97.25,23.045018,NA,NA,NA,NA,NA,NA,NA,NA,96.92873,89.73243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1999,H,0.634,9.5,0.803463657,0.429666376,53.743,NA,NA,67,2.047937494,7.065654394,NA,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.64397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,1999,UM,0.672,8.5,NA,NA,94.298,NA,NA,NA,2.631869234,6.625415352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1999,H,1.735,83.4,0,0,96.105,NA,NA,NA,1.722842161,NA,NA,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.72663,74.43684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1999,UM,1.032,16.1,2.29189971,3.215485025,79.384,NA,NA,38,2.684194055,6.668385917,NA,83.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.50236,93.26666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1999,L,0.925,20.4,0.079420485,0.612761167,44.992,NA,NA,26,2.008518378,4.146128036,NA,96.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1999,LM,0.62,20.4,0.559070877,1.458555449,53.158,NA,NA,33,1.990670616,6.718003168,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.68436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,1999,LM,0.413,7.7,0.387443249,1.603540029,73.354,NA,NA,24,0.953411932,7.274619619,NA,96.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1999,L,NA,21.9,2.888459404,1.542644538,14.064,NA,NA,NA,2.511440974,NA,NA,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.69036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1999,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1999,UM,0.541,9.5,0,0,32.965,NA,NA,NA,2.23654695,5.354108439,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1999,UM,0.526,12.2,0.015215608,0,27.971,NA,NA,NA,2.41403035,5.823474229,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.90379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1999,LM,0.614,11.6,0,0,44.823,NA,NA,NA,2.465821196,5.348304863,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1999,LM,0.163,3.5,2.121664368,5.827768256,21.886,NA,NA,NA,1.808788156,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.46345,71.07261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1999,L,0.881,11.6,0,0,52.467,NA,NA,NA,2.169429499,3.763428008,NA,75.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.06161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1999,UM,1.489,48.5,0.016798209,0.002337383,79.616,NA,NA,NA,0.990043188,NA,NA,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1999,L,0.581,47.7,0.427586655,0.169661819,40.177,NA,NA,34,1.692244136,NA,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.59791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1999,NA,NA,22.9,0.550981419,0.857311453,52.545,NA,NA,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1999,UM,0.295,7.9,0,0,50.238,NA,NA,NA,2.24255223,5.113943352,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.55432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1999,L,0.59,26.7,4.361057848,8.080887197,35.384,NA,NA,NA,1.792390234,NA,NA,59.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,1999,UM,0.768,24,0.551003471,1.147735499,56.294,NA,NA,37,2.049928474,NA,NA,88,23.75351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1999,H,0.867,18.8,1.782117796,4.185953193,50.728,NA,NA,60,1.993273103,5.946452265,NA,94.75,18.279704,NA,NA,NA,NA,NA,NA,NA,NA,94.5026,90.06879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1999,L,0.249,4.1,3.807425593,8.300150957,15.496,NA,NA,NA,1.175448419,NA,NA,93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.56227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1999,L,0.388,19.8,0.049610635,0.002662325,32.878,NA,NA,NA,1.125973102,NA,NA,46.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1999,UM,1.096,16.3,0.24585537,0.075723998,56.411,NA,NA,50,1.582294253,6.780029127,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.08276,59.62755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,1999,NA,NA,20.6,0.836589816,0.998269013,16.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1999,H,0.814,9.7,0.455690669,0.441376609,76.181,NA,NA,66,1.907756928,7.857573704,NA,91.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.85712,87.22194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,1999,LM,0.355,16.5,1.983124488,2.595507134,18.396,NA,NA,NA,2.473817078,5.667452953,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1999,L,NA,37.4,0.106249878,0.016724169,32.442,NA,NA,NA,1.032972688,4.591064607,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,1999,LM,0.614,9.6,1.836965619,4.339093736,66.371,NA,NA,NA,0.47939626,4.857332496,NA,84.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1999,H,1.362,6.2,0.161496066,3.157260582,83.998,NA,NA,94,1.337372759,6.414137362,NA,80.2,16.676031,NA,NA,NA,NA,NA,NA,NA,NA,99.77019,96.09932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,1999,H,0.98,15.5,3.733910182,6.783128287,73.438,NA,NA,89,2.257071218,6.854548936,NA,90.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.72929,84.63215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,1999,LM,1.282,33.8,0.03622862,0.018777975,51.578,NA,NA,NA,1.93713168,6.428458774,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.53928,38.49961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1999,L,1.062,14.9,2.780713856,1.081731758,26.76,NA,NA,NA,1.645656194,3.653212514,NA,85.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.97265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,1999,LM,0.504,19.3,2.405039499,3.882377409,30.969,NA,NA,32,2.087153931,6.937066312,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1999,NA,0.231,10.7,5.397889064,3.677307356,23.91,NA,NA,NA,1.765532272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1999,L,0.575,31.4,2.379477628,3.122043874,32.46,NA,NA,NA,1.951826247,4.84509804,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.14646,20.27586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,1999,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1999,LM,0.119,4.1,0,0,22.984,NA,NA,NA,2.151191028,4.643452676,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.47682,74.53946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
